1 0.0499791692706783
2 0.0998334166468282
3 0.149438132473599
4 0.198669330795061
5 0.247403959254523
6 0.29552020666134
7 0.342897807455451
8 0.389418342308651
9 0.43496553411123
10 0.479425538604203
11 0.522687228930659
12 0.564642473395035
13 0.60518640573604
14 0.644217687237691
15 0.681638760023334
16 0.717356090899523
17 0.751280405140293
18 0.783326909627483
19 0.813415504789374
20 0.841470984807897
21 0.867423225594017
22 0.891207360061435
23 0.912763940260521
24 0.932039085967226
25 0.948984619355586
26 0.963558185417193
27 0.975723357826659
28 0.98544972998846
29 0.992712991037588
30 0.997494986604054
31 0.999783764189357
32 0.999573603041505
33 0.996865028453919
34 0.991664810452469
35 0.983985946873937
36 0.973847630878195
37 0.9612752029753
38 0.946300087687414
39 0.928959715003869
40 0.909297426825682
41 0.887362368633375
42 0.863209366648874
43 0.836898790798498
44 0.80849640381959
45 0.778073196887921
46 0.74570521217672
47 0.711473352790844
48 0.675463180551151
49 0.637764702134504
50 0.598472144103956
